Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,NumMissVals,LogSalePrice,NeighborhoodCountQuartiles,NeighborhoodQuality
1125,80,RL,,9125,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Average,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,170.0,Bad/Typical,TA,PConc,Good,TA,No,Unf,0.0,Unf,0.0,384,384,GasA,Gd,Y,SBrkr,812,670,0,1482,0,0,2,1,3,1,Good/Excellent,7,Typ,1,Attchd,1992.0,Fin,2,392,TA,TA,Y,100,25,0,0,0,0,0,7,2007,WD,Normal,163900,5,12.00701176473192,Q3,Q3
1126,20,RL,60.0,10434,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Bad,5,1955,1955,Gable,CompShg,Plywood,Plywood,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,No,Unf,0.0,Unf,0.0,1005,1005,GasA,TA,Y,SBrkr,1005,0,0,1005,0,0,1,0,2,1,Bad/Typical,5,Typ,1,Detchd,1977.0,Unf,2,672,Fa,Fa,Y,0,0,0,0,0,0,0,11,2009,WD,Normal,115000,4,11.652687407345388,Q4,Q2
1127,120,RL,53.0,3684,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Average,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,Good/Excellent,TA,PConc,Good,TA,No,Unf,0.0,Unf,0.0,1373,1373,GasA,Ex,Y,SBrkr,1555,0,0,1555,0,0,2,0,2,1,Good/Excellent,7,Typ,1,Attchd,2007.0,Fin,3,660,TA,TA,Y,143,20,0,0,0,0,0,6,2009,WD,Normal,174000,4,12.066810578196666,Q1,Q3
1128,20,RL,182.0,14572,Pave,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Average,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,None,0.0,Good/Excellent,TA,PConc,Good,TA,Av,GLQ,1300.0,Unf,0.0,230,1530,GasA,Ex,Y,SBrkr,1530,0,0,1530,1,0,2,0,3,1,Good/Excellent,7,Typ,1,Attchd,2004.0,Fin,3,630,TA,TA,Y,144,36,0,0,0,0,0,11,2007,WD,Family,259000,4,12.464583340681674,Q3,Q3
1129,60,RL,59.0,11796,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Average,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Good/Excellent,TA,PConc,Good,TA,Av,Unf,0.0,Unf,0.0,847,847,GasA,Ex,Y,SBrkr,847,1112,0,1959,0,0,2,1,4,1,Good/Excellent,8,Typ,1,BuiltIn,2004.0,Fin,2,434,TA,TA,Y,100,48,0,0,0,0,0,7,2007,WD,Normal,215000,4,12.2783933071098,Q3,Q3
1130,90,Other,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,Average,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,Bad/Typical,TA,CBlock,Good,TA,Gd,GLQ,936.0,Unf,0.0,0,936,GasA,TA,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,Bad/Typical,4,Typ,0,Detchd,1980.0,Unf,2,672,TA,TA,Y,49,0,0,0,0,0,0,8,2007,WD,Normal,140000,4,11.84939770159144,Q3,Q1
1131,50,RL,65.0,7804,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Bad,3,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,Bad/Typical,TA,BrkTil,Neutral,TA,No,BLQ,622.0,Unf,0.0,500,1122,GasA,TA,Y,SBrkr,1328,653,0,1981,1,0,2,0,4,1,Good/Excellent,7,Min2,2,Detchd,1981.0,Unf,2,576,TA,TA,Y,431,44,0,0,0,0,0,12,2009,WD,Normal,135000,3,11.813030057420567,Q1,Q2
1132,20,RL,63.0,10712,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Average,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Bad/Typical,TA,PConc,Good,TA,Mn,BLQ,212.0,Unf,0.0,762,974,GasA,TA,Y,SBrkr,974,0,0,974,0,0,1,0,3,1,Bad/Typical,5,Typ,0,No Garage,,No Garage,0,0,No Garage,No Garage,Y,0,28,0,0,0,0,0,9,2007,Oth,Abnorml,93500,9,11.44571671527678,Q1,Q2
1133,70,Other,90.0,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Average,4,1880,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Bad/Typical,TA,BrkTil,Neutral,TA,Mn,Unf,0.0,Unf,0.0,1008,1008,GasW,TA,Y,SBrkr,1178,1032,0,2210,0,0,2,0,5,1,Bad/Typical,8,Typ,0,Detchd,1930.0,Unf,1,205,Fa,TA,N,0,48,0,0,0,0,0,5,2007,WD,Normal,117500,5,11.67419361256635,Q3,Q1
1134,60,RL,80.0,9828,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Superb,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Good/Excellent,TA,PConc,Good,TA,No,GLQ,584.0,Unf,0.0,544,1128,GasA,Ex,Y,SBrkr,1142,878,0,2020,0,0,2,1,3,1,Good/Excellent,8,Typ,1,Attchd,1995.0,RFn,2,466,TA,TA,Y,0,155,0,0,0,0,0,6,2009,WD,Normal,239500,4,12.386308695833106,Q2,Q2
1135,60,RL,57.0,8773,Pave,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Average,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,Bad/Typical,TA,PConc,Good,TA,Av,Unf,0.0,Unf,0.0,916,916,GasA,Gd,Y,SBrkr,916,684,0,1600,0,0,2,1,3,1,Bad/Typical,7,Typ,1,Attchd,1997.0,Fin,2,460,TA,TA,Y,100,38,0,0,0,0,0,8,2007,WD,Normal,169000,4,12.037653993905211,Q3,Q3
1136,30,Other,60.0,6180,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Average,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Bad/Typical,TA,BrkTil,Neutral,TA,No,Unf,0.0,Unf,0.0,960,960,GasA,TA,N,SBrkr,986,0,0,986,0,0,1,0,2,1,Bad/Typical,5,Typ,1,Detchd,1926.0,Unf,1,180,TA,TA,Y,0,128,0,0,0,0,0,5,2007,WD,Normal,102000,4,11.532728092266408,Q2,Q1
1137,50,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,Average,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,No,BLQ,280.0,Unf,0.0,752,1032,GasA,TA,Y,FuseA,1032,220,0,1252,0,0,1,0,3,1,Bad/Typical,6,Typ,0,Attchd,1950.0,Unf,1,288,TA,TA,Y,0,0,96,0,0,0,0,4,2008,WD,Abnorml,119000,5,11.686878772093667,Q4,Q2
1138,50,RL,54.0,6342,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,Average,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Bad/Typical,Gd,CBlock,Neutral,TA,No,Unf,0.0,Unf,0.0,780,780,GasA,Gd,N,SBrkr,780,240,0,1020,0,0,1,0,2,1,Bad/Typical,6,Typ,0,No Garage,,No Garage,0,0,No Garage,No Garage,N,0,0,176,0,0,0,0,5,2010,WD,Normal,94000,10,11.451050061252142,Q2,Q1
1139,20,RL,,9819,Pave,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,Average,5,1977,1977,Gable,CompShg,Plywood,ImStucc,None,0.0,Bad/Typical,TA,PConc,Neutral,TA,Gd,ALQ,1567.0,Unf,0.0,0,1567,GasA,TA,Y,SBrkr,1567,0,0,1567,1,0,2,0,2,1,Good/Excellent,5,Typ,2,Attchd,1977.0,RFn,2,714,TA,TA,Y,264,32,0,0,0,0,0,5,2009,WD,Normal,196000,5,12.185869938212655,Q1,Q2
1140,30,RL,98.0,8731,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Average,5,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,Bad/Typical,Fa,BrkTil,Neutral,TA,No,BLQ,645.0,Unf,0.0,270,915,GasA,TA,Y,SBrkr,1167,0,0,1167,0,0,1,0,3,1,Bad/Typical,6,Maj1,1,Detchd,1972.0,Unf,2,495,TA,TA,Y,0,0,216,0,126,0,0,5,2007,WD,Normal,144000,4,11.877568578558138,Q2,Q1
1141,20,RL,60.0,7350,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Average,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,Mn,ALQ,852.0,Unf,0.0,100,952,GasA,TA,Y,SBrkr,952,0,0,952,1,0,1,0,2,1,Bad/Typical,4,Typ,0,Detchd,1988.0,Unf,2,840,TA,TA,Y,0,0,0,0,0,0,0,6,2008,COD,Abnorml,139000,5,11.842229212112828,Q4,Q2
1142,60,RL,,10304,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,Average,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,Bad/Typical,Gd,CBlock,Neutral,TA,No,ALQ,381.0,Unf,0.0,399,780,GasA,Ex,Y,SBrkr,1088,780,0,1868,1,0,2,1,4,1,Good/Excellent,9,Typ,1,Attchd,1976.0,Unf,2,484,TA,TA,Y,448,96,0,0,0,0,0,10,2009,WD,Normal,197500,5,12.193493863323313,Q2,Q3
1143,60,RL,77.0,9965,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Superb,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,340.0,Good/Excellent,TA,PConc,Good,TA,Gd,GLQ,1150.0,Unf,0.0,316,1466,GasA,Ex,Y,SBrkr,1466,1362,0,2828,1,0,3,0,4,1,Good/Excellent,11,Typ,1,BuiltIn,2006.0,RFn,3,1052,TA,TA,Y,125,144,0,0,0,0,0,4,2007,New,Partial,424870,4,12.959538518762063,Q4,Q3
1144,20,RL,,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Average,3,1959,1959,Gable,CompShg,Wd Sdng,Plywood,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,No,GLQ,288.0,Unf,0.0,718,1006,GasA,TA,Y,SBrkr,1006,0,0,1006,0,0,1,0,3,1,Bad/Typical,5,Typ,0,No Garage,,No Garage,0,0,No Garage,No Garage,Y,0,24,0,0,0,0,0,7,2008,WD,Normal,80000,11,11.289781913656018,Q2,Q1
1145,190,RL,60.0,12180,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,Bad,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Bad/Typical,Fa,BrkTil,Good,TA,No,BLQ,348.0,Unf,0.0,324,672,Grav,Fa,N,FuseA,672,252,0,924,1,0,1,0,2,1,Bad/Typical,5,Typ,0,Detchd,1941.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,0,7,2010,WD,Normal,80000,4,11.289781913656018,Q3,Q1
1146,50,Other,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Average,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Bad/Typical,TA,BrkTil,Neutral,TA,No,Unf,0.0,Unf,0.0,1042,1042,GasA,Ex,Y,SBrkr,1042,534,0,1576,0,0,1,0,3,1,Bad/Typical,8,Typ,1,Detchd,1928.0,Unf,1,225,TA,TA,Y,0,0,0,0,0,0,0,8,2006,WD,Family,149000,4,11.911701584927597,Q2,Q1
1147,20,RL,,11200,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Average,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,Good/Excellent,TA,CBlock,Good,TA,No,GLQ,1258.0,Unf,0.0,40,1298,GasA,TA,Y,SBrkr,1298,0,0,1298,1,0,2,0,3,1,Good/Excellent,5,Typ,1,Attchd,1985.0,Unf,2,403,TA,TA,Y,165,26,0,0,0,0,0,5,2006,WD,Normal,180000,5,12.100712129872347,Q2,Q2
1148,70,RL,75.0,12000,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Average,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,No,Rec,275.0,Unf,0.0,429,704,GasA,Ex,Y,SBrkr,860,704,0,1564,0,0,1,1,3,1,Bad/Typical,7,Typ,1,Attchd,1941.0,Unf,1,234,TA,TA,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,174500,4,12.069680020624618,Q2,Q3
1149,50,Other,,5700,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Average,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Bad/Typical,TA,PConc,Neutral,TA,No,Unf,0.0,Unf,0.0,572,572,GasA,TA,Y,SBrkr,572,539,0,1111,0,0,1,0,2,1,Bad/Typical,5,Typ,1,Detchd,1982.0,Unf,1,288,TA,TA,Y,0,0,176,0,0,0,0,8,2008,WD,Normal,116900,5,11.66907414746016,Q3,Q1
1150,70,Other,50.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,Average,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,0.0,Bad/Typical,Gd,PConc,Neutral,TA,No,ALQ,624.0,Unf,0.0,26,650,GasA,Ex,Y,SBrkr,832,650,0,1482,0,1,1,0,3,1,Bad/Typical,7,Typ,0,Detchd,1930.0,Unf,2,324,TA,TA,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,143000,5,11.870599909242044,Q3,Q1
1151,20,RL,57.0,8280,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Average,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,No,Unf,0.0,Unf,0.0,932,932,GasA,Ex,Y,FuseA,932,0,0,932,0,0,1,0,2,1,Good/Excellent,4,Typ,1,Attchd,1950.0,Unf,1,306,TA,TA,Y,0,0,214,0,0,0,0,11,2007,WD,Normal,124000,3,11.728036844587175,Q4,Q2
1152,20,RL,134.0,17755,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Average,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,Bad/Typical,TA,CBlock,Neutral,TA,No,BLQ,176.0,Unf,0.0,1290,1466,GasA,TA,Y,SBrkr,1466,0,0,1466,0,0,1,1,3,1,Bad/Typical,6,Typ,2,Attchd,1959.0,Fin,2,528,TA,TA,Y,0,140,0,0,100,0,0,11,2006,WD,Normal,149900,4,11.917723684090689,Q3,Q1
1153,20,RL,90.0,14115,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Average,7,1956,2004,Gable,CompShg,Stone,Stone,None,0.0,Bad/Typical,TA,PConc,Neutral,TA,No,ALQ,296.0,GLQ,547.0,230,1073,GasA,Ex,Y,SBrkr,1811,0,0,1811,0,0,1,0,2,1,Good/Excellent,6,Typ,1,Attchd,1956.0,Fin,2,470,TA,TA,Y,0,0,280,0,0,0,0,7,2006,WD,Abnorml,230000,4,12.345834587905333,Q2,Q3
1154,30,Other,,5890,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Average,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Good/Excellent,Gd,BrkTil,Neutral,TA,Av,ALQ,538.0,Unf,0.0,278,816,GasA,Ex,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,Bad/Typical,5,Typ,0,Detchd,2002.0,Unf,1,432,TA,TA,Y,0,0,96,0,0,0,0,6,2008,WD,Normal,120500,6,11.699405031912846,Q1,Q1
1155,60,RL,,13700,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,Average,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,Bad/Typical,TA,CBlock,Neutral,TA,Gd,ALQ,454.0,Unf,0.0,410,864,GasA,TA,Y,SBrkr,902,918,0,1820,0,0,1,2,4,1,Good/Excellent,8,Typ,2,Attchd,1965.0,Unf,2,492,TA,TA,Y,60,84,0,0,273,0,0,5,2008,WD,Normal,201800,4,12.215032386901646,Q4,Q2
1156,20,RL,90.0,10768,Pave,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,Average,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0.0,Good/Excellent,Gd,CBlock,Good,TA,Gd,ALQ,1157.0,Unf,0.0,280,1437,GasA,TA,Y,SBrkr,1437,0,0,1437,1,0,2,0,3,1,Good/Excellent,6,Typ,1,Attchd,1976.0,RFn,2,528,TA,TA,Y,0,21,0,0,180,0,0,7,2007,WD,Normal,218000,4,12.292250341771226,Q1,Q4
1157,80,RL,85.0,9350,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Average,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,None,0.0,Bad/Typical,Gd,PConc,Neutral,TA,Gd,ALQ,633.0,Unf,0.0,586,1219,GasA,Gd,Y,SBrkr,1265,0,0,1265,0,1,2,0,3,1,Good/Excellent,6,Typ,1,Attchd,1965.0,RFn,2,502,TA,TA,Y,0,92,0,96,0,0,0,10,2008,WD,Normal,179900,3,12.100156419938624,Q4,Q2
1158,120,RL,34.0,5001,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,Average,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Good/Excellent,TA,PConc,Good,TA,No,GLQ,904.0,Unf,0.0,410,1314,GasA,Ex,Y,SBrkr,1314,0,0,1314,1,0,2,0,2,1,Good/Excellent,6,Typ,1,Attchd,2008.0,RFn,2,626,TA,TA,Y,172,62,0,0,0,0,0,7,2009,WD,Normal,230000,4,12.345834587905333,Q2,Q4
1159,20,RL,92.0,11932,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,Superb,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Good/Excellent,TA,PConc,Good,TA,No,Unf,0.0,Unf,0.0,1580,1580,GasA,Ex,Y,SBrkr,1580,0,0,1580,0,0,2,0,3,1,Good/Excellent,7,Typ,0,Attchd,2008.0,RFn,3,830,TA,TA,Y,0,24,0,0,0,0,0,6,2008,ConLD,Partial,235128,5,12.367885325692589,Q3,Q4
1160,60,RL,76.0,9120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Average,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,270.0,Good/Excellent,TA,CBlock,Neutral,TA,No,ALQ,442.0,Unf,0.0,459,901,GasA,TA,Y,SBrkr,943,933,0,1876,0,0,2,1,4,1,Good/Excellent,8,Typ,1,Attchd,1974.0,RFn,2,540,Gd,TA,Y,0,69,0,0,0,0,0,7,2008,WD,Normal,185000,4,12.128111104060462,Q2,Q3
1161,160,RL,24.0,2280,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,Average,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,Bad/Typical,TA,CBlock,Good,TA,No,ALQ,311.0,Unf,0.0,544,855,GasA,Fa,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,Bad/Typical,7,Typ,1,Attchd,1978.0,Unf,2,440,TA,TA,Y,26,0,0,0,0,0,0,7,2010,WD,Normal,146000,4,11.891361900690473,Q1,Q2
1162,20,RL,,14778,Pave,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,Average,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,Good/Excellent,TA,CBlock,Neutral,TA,No,BLQ,728.0,Unf,0.0,568,1296,GasA,Ex,Y,SBrkr,1640,0,0,1640,1,0,1,0,3,1,Good/Excellent,7,Typ,1,Detchd,1993.0,Unf,2,924,TA,TA,Y,108,0,0,216,0,0,0,11,2008,WD,Normal,224000,5,12.319401330837177,Q2,Q3
1163,20,RL,109.0,8724,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Average,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,Bad/Typical,TA,CBlock,Good,TA,No,BLQ,492.0,Unf,0.0,402,894,GasA,Gd,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,Bad/Typical,5,Typ,1,Attchd,1968.0,Fin,2,450,TA,TA,Y,0,0,0,0,0,0,0,5,2007,WD,Normal,129000,4,11.76756768334381,Q2,Q1
1164,90,RL,60.0,12900,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,Bad,4,1969,1969,Gable,CompShg,Plywood,Plywood,None,0.0,Bad/Typical,TA,CBlock,Good,TA,Av,GLQ,1198.0,Unf,0.0,0,1198,GasA,TA,Y,SBrkr,1258,0,0,1258,2,0,0,2,0,2,Bad/Typical,6,Typ,0,CarPort,1969.0,Unf,2,400,Fa,TA,Y,120,0,0,0,0,0,0,1,2008,WD,Alloca,108959,5,11.598726943661342,Q2,Q1
1165,80,RL,,16157,Pave,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,Average,7,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,Bad/Typical,TA,PConc,Good,TA,Gd,ALQ,680.0,Rec,391.0,289,1360,GasA,Ex,Y,SBrkr,1432,0,0,1432,1,0,1,1,2,1,Good/Excellent,5,Typ,1,Attchd,1978.0,Unf,2,588,TA,TA,Y,168,180,0,0,0,0,0,6,2007,WD,Normal,194000,5,12.175613438045465,Q1,Q4
1166,20,RL,79.0,9541,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Average,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,Good/Excellent,TA,PConc,Good,TA,No,Unf,0.0,Unf,0.0,1502,1502,GasA,Ex,Y,SBrkr,1502,0,0,1502,0,0,2,0,3,1,Good/Excellent,7,Typ,0,Attchd,2009.0,RFn,2,644,TA,TA,Y,0,114,0,0,0,0,0,9,2009,New,Partial,233170,5,12.359523080243038,Q2,Q4
1167,20,RL,64.0,10475,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Superb,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Good/Excellent,TA,PConc,Good,TA,Av,Unf,0.0,Unf,0.0,1694,1694,GasA,Ex,Y,SBrkr,1694,0,0,1694,0,0,2,0,3,1,Good/Excellent,7,Typ,0,Attchd,2008.0,RFn,3,776,TA,TA,Y,160,33,0,0,0,0,0,2,2010,WD,Normal,245350,5,12.41044104151805,Q4,Q3
1168,60,RL,58.0,10852,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Average,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Bad/Typical,TA,PConc,Good,TA,No,GLQ,786.0,Unf,0.0,173,959,GasA,Ex,Y,SBrkr,959,712,0,1671,1,0,2,1,3,1,Bad/Typical,7,Typ,1,Attchd,2000.0,Fin,2,472,TA,TA,Y,0,38,0,0,0,0,0,2,2006,WD,Normal,173000,4,12.061046873479915,Q3,Q3
1169,70,RL,120.0,13728,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,Average,7,1935,1986,Hip,CompShg,Stucco,Stucco,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,No,Rec,626.0,Unf,0.0,501,1127,GasA,Ex,Y,SBrkr,1236,872,0,2108,0,0,2,0,4,1,Good/Excellent,7,Typ,2,Basment,1935.0,Unf,2,540,TA,TA,Y,0,0,0,0,90,0,0,7,2008,WD,Normal,235000,4,12.367340793126296,Q3,Q1
1170,60,RL,118.0,35760,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Superb,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,Good/Excellent,Gd,PConc,Good,TA,Gd,GLQ,1387.0,Unf,0.0,543,1930,GasA,Ex,Y,SBrkr,1831,1796,0,3627,1,0,3,1,4,1,Good/Excellent,10,Typ,1,Attchd,1995.0,Fin,3,807,TA,TA,Y,361,76,0,0,0,0,0,7,2006,WD,Normal,625000,4,13.345506928718539,Q1,Q4
1171,80,RL,76.0,9880,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,Average,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,Av,ALQ,522.0,Unf,0.0,574,1096,GasA,TA,Y,SBrkr,1118,0,0,1118,1,0,1,0,3,1,Bad/Typical,6,Typ,1,Attchd,1977.0,Fin,1,358,TA,TA,Y,203,0,0,0,0,576,0,7,2008,WD,Normal,171000,2,12.049418835484797,Q1,Q2
1172,20,RL,76.0,9120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Average,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,None,0.0,Bad/Typical,TA,CBlock,Neutral,TA,No,ALQ,662.0,Unf,0.0,599,1261,GasA,Ex,Y,SBrkr,1261,0,0,1261,1,0,1,0,3,1,Bad/Typical,6,Typ,1,Attchd,1958.0,RFn,2,433,TA,TA,Y,0,0,0,0,288,0,1400,11,2008,WD,Normal,163000,3,12.0015054797889,Q4,Q2
